robot_id,task_type,task_duration,energy_consumption,position_coordinates,robot_speed,sensor_id,sensor_type,sensor_reading,timestamp,data_size,network_load,network_latency,packet_loss_rate,network_type,slice_id,slice_bandwidth,command_delay,feedback_delay,data_transfer_time,total_delay,signal_strength,latency,resource_allocation,error_rate
R284,Welding,68.90420109289163,6.206751871225847,"(8.410961706161014, 9.968492842814399, 4.303431736890725)",0.7523286167464168,S8,Motion,71.87439284073463,2025-01-21 10:43:00,1212,80.14286060452369,5.61623547433333,1.7364423715284887,6G,Slice1,1626,9.020707810679566,26.229318783033634,11.10719633876819,54.04782798268046,-67.88349808870316,19.01049486695959,91.49526920836085,0.6579499112045923
R285,Assembly,122.87167497465587,7.185807078151237,"(5.470629909184421, 6.499520981658891, 7.537682020450523)",1.0842101076898787,S8,Pressure,92.4884285316332,2025-01-21 10:44:00,1063,84.81233697941013,12.237395907914944,3.1128769891639085,Wi-Fi,Slice3,1061,6.685788984372888,15.370098345056707,19.848035184086715,51.08757094423524,-65.08973008810817,9.154319271869149,80.98697326692859,0.7059852660508185
R286,Pick-and-Place,90.47797184001254,7.864085836520834,"(1.3063438155735974, 3.7183678456641944, 0.2583897222001119)",0.6439574411269011,S1,Temperature,76.03525696866639,2025-01-21 10:45:00,736,94.5846805115143,17.61660963408305,0.17982878106706401,Wi-Fi,Slice3,1240,9.190177863968398,16.97740833210581,28.463374235083588,60.66417635561632,-43.77672645922509,5.456867121057452,81.36314807554473,0.8546750413842635
R287,Assembly,178.34619659642175,6.908651238960553,"(9.807611743888515, 1.5569259775593292, 2.256645830520551)",0.632977964869653,S2,Temperature,75.60721889350354,2025-01-21 10:46:00,1316,94.96402016464071,5.372258171677237,4.176220300794328,6G,Slice4,1900,17.875541100794877,14.65207724297512,12.310117323129324,51.46826595009329,-63.38686345322158,18.879322921897327,93.01949963003197,0.4996832302829042
R288,Pick-and-Place,124.39187318115479,6.427892465097061,"(1.8849985279556114, 8.049668338816854, 9.673281113534697)",0.6954588262060573,S7,Temperature,72.58348331519122,2025-01-21 10:47:00,1662,86.79940344817628,8.610223845888282,3.7180125878030883,Wi-Fi,Slice1,1248,12.82746312957784,21.713086708575986,10.16991157214419,53.51549132504579,-48.60957124414777,10.494295793097834,80.79403903353227,0.7549325397850504
R289,Welding,183.39744652525502,6.374594340429443,"(6.078628240809804, 4.0336430502635325, 6.764721434924111)",0.6089260428533951,S6,Temperature,86.80347949028045,2025-01-21 10:48:00,2020,78.52873314549208,16.21269455873715,2.7488227563301,5G,Slice2,1879,18.218871016445174,11.557579781825815,24.136071924210103,63.51271354302636,-61.879491870948065,10.557371555892715,88.53382108767074,0.8817089696385847
R290,Welding,187.76390838279468,7.495178761679522,"(5.01820375540511, 4.376463026576021, 3.3969261847958707)",1.1909213874791802,S5,Pressure,77.496628192927,2025-01-21 10:49:00,888,81.34897082619649,9.524933624467232,1.9200953698247907,Wi-Fi,Slice1,1794,9.084730957716243,12.350036804247466,15.039964432881433,46.07851445011882,-52.552334864507344,13.002203131171743,88.94590399538693,0.36602826574651526
R291,Pick-and-Place,132.81887868985586,5.898884508512852,"(2.5839264787037006, 8.185932303731079, 8.996005947632359)",1.26012583776703,S7,Motion,72.60245906504144,2025-01-21 10:50:00,760,76.19531107267267,5.5451112247436365,0.5092363257119137,6G,Slice1,1948,11.340538542907591,14.017543602804565,16.11404271620977,49.09462773301681,-50.44395719057182,16.692245253267927,91.50756077673591,0.9726887432610853
R292,Assembly,173.09640325572713,6.771513710786609,"(5.558708141989594, 6.995278704025719, 4.120177389516564)",0.5522373445649371,S1,Temperature,85.74016920056867,2025-01-21 10:51:00,825,71.73261265046872,11.846201595686365,3.04844530624784,5G,Slice1,1499,15.165223116765475,14.534684537967228,22.03962705948905,60.226773855043284,-67.285110667124,12.462939740411791,83.94620044886287,0.7243863559980446
R293,Assembly,155.99978763545533,7.435922188488881,"(0.8877326695623267, 8.649949762077764, 3.2061990655022674)",0.596164663671038,S8,Pressure,85.63521174740613,2025-01-21 10:52:00,1350,78.01418965041248,7.024677291074632,1.4808838277949925,6G,Slice4,1568,17.125367337471108,17.76116948521914,25.91930179201215,67.33461925226428,-67.81464107364401,18.989595406998937,85.9182669392206,0.7926925728493779
R294,Assembly,108.38778518506226,7.230809476176228,"(2.463482472423019, 0.6325340889867959, 1.3170953520635509)",1.3446194653825383,S8,Temperature,77.5960349010993,2025-01-21 10:53:00,1217,83.18949056063376,14.83153967660992,1.1659377721080815,Wi-Fi,Slice3,1988,12.943590210690122,18.017642702558206,15.947866641239795,55.317723806549836,-63.76628605885739,16.984228431075593,92.04555741151208,0.4152614375728205
R295,Assembly,172.44969725417303,6.2475078249660525,"(7.408832067219855, 6.618603122150056, 3.5552979715200763)",1.289744392936922,S2,Temperature,87.13638753254551,2025-01-21 10:54:00,1254,70.09785264338477,8.408115167480066,2.032031434004977,6G,Slice1,1384,9.007478938819848,14.890808859685986,14.546441421400548,45.14091592255071,-55.05403841314944,11.580016580473632,83.2740979817224,0.13045140994361804
R296,Pick-and-Place,118.11500475969056,4.357359609167467,"(4.377814772996199, 2.307345902070538, 2.9119645499662417)",1.2494943125212565,S5,Motion,94.82743652442106,2025-01-21 10:55:00,676,70.87892480121253,13.626056286281223,3.9329173541575324,5G,Slice1,1472,17.866462186790443,19.48204151684534,10.082124057948969,52.48569455326279,-57.50091887758748,7.325130011251319,89.9667598563989,0.708799264906154
R297,Welding,60.53624067004516,4.9524993730159945,"(9.384476404104076, 1.7108596685716204, 1.1324345163981986)",1.0272059373797848,S9,Motion,84.31329453081779,2025-01-21 10:56:00,1344,92.05514343067476,11.508320727282193,3.7379856404972123,Wi-Fi,Slice1,1717,12.774780836437746,21.746955824860557,13.48421350142782,57.820408333616314,-64.73260667096152,7.663368795698341,93.72750706961833,0.46520543312167106
R298,Welding,99.26370906640776,4.638997840935777,"(1.6406358826533518, 2.8518659601004783, 7.928400452735271)",1.3963324697000927,S4,Temperature,96.43892636842276,2025-01-21 10:57:00,1563,90.1671463690895,5.747968647412683,3.01702106110123,Wi-Fi,Slice4,1541,16.051918530652955,19.068324612485362,29.7855989021277,70.17956695656399,-59.349542015912604,12.228502506649662,87.54700332122479,0.3159358223856368
R299,Welding,116.00414903808078,7.113356916270234,"(9.412146941206855, 8.618803311182573, 5.642835017334319)",0.8513220832383412,S6,Temperature,73.1965374164834,2025-01-21 10:58:00,1668,81.68468338619813,9.283694243579546,4.808057211272234,5G,Slice3,1708,13.697080177501942,22.55727652004203,17.304558525137637,61.23598190023894,-46.34801407165263,17.271562524826226,94.36868113573473,0.8242679859228745
R300,Welding,104.3056297686098,7.0959803491760365,"(0.5207240622126974, 0.12821649510605826, 7.9554439192664805)",0.9248610135879543,S5,Temperature,77.06697803783504,2025-01-21 10:59:00,1589,93.39373153811376,13.964197863986907,4.0471374423140745,6G,Slice2,842,16.5534314847481,24.95401028026179,14.68205329941281,61.48912084102811,-54.47201604838577,6.866513119201327,94.43293814416987,0.2899247626330286
R301,Assembly,72.46136288544123,6.046102563237972,"(9.185215304431212, 9.041136604795051, 1.5652921341574122)",0.8033014701061021,S5,Motion,99.04066516137216,2025-01-21 10:00:00,1300,84.78379260133023,15.787995433936505,3.726207430862206,6G,Slice1,1677,7.904357146931912,18.325698570887095,18.97702731304006,53.202138251926904,-67.84793968757725,8.40137926100774,93.9723558037839,0.9084101072685695
R302,Welding,144.34175538060197,4.428987333983384,"(5.081688063439632, 7.354783883332477, 9.920747645913563)",1.0920615173673511,S7,Pressure,76.78454799406356,2025-01-21 10:01:00,1880,93.94416645440556,6.165686275875882,2.6618011743065746,Wi-Fi,Slice3,1324,9.724280928781392,16.127975967239156,13.045804941353104,45.2179394359228,-57.17477327222051,15.992575059086233,85.04462141620624,0.3286043394798427
R303,Pick-and-Place,120.85494076430584,4.771358435768983,"(1.9110562269114495, 7.6876418072116035, 2.655875983073599)",1.2439567335751454,S9,Pressure,79.65059106103928,2025-01-21 10:02:00,893,93.57989624233628,18.97597137130737,1.034359377111439,5G,Slice1,1263,12.2428214747442,23.18714774557688,20.21365968894365,63.0288700351615,-44.95301714906826,16.338295693517246,87.25103354784507,0.1116359293960616
R304,Assembly,172.21552450067057,6.117562485390134,"(4.8158914021936265, 6.805668413607151, 8.588415834142603)",1.091760458854636,S3,Motion,92.95811572350871,2025-01-21 10:03:00,1365,75.77448276320159,17.028709292541897,4.257445908232733,6G,Slice2,1716,6.045360450951795,11.164350241506792,28.540083202028164,53.99206846539393,-58.61201930655003,16.325906222242743,90.08490214990462,0.5312010468195962
R305,Assembly,117.67251680571691,7.737643178284859,"(0.4846423247582232, 2.1027617790186137, 5.65888605101759)",1.0771078855124971,S9,Temperature,90.94211639210205,2025-01-21 10:04:00,1279,91.5468787253952,14.811163294336213,2.557953053232746,6G,Slice3,887,19.214354877810006,19.503417320452563,16.34518348713735,63.89447604099441,-55.06154222253208,9.65051036018675,92.17951613586203,0.867152151001122
R306,Welding,60.65973957311376,4.289557593057241,"(2.903682124860205, 8.82235081020765, 1.4701495489977856)",1.181983763506596,S2,Temperature,84.21319877543269,2025-01-21 10:05:00,775,72.32767891270976,12.022129128061037,4.437709538632069,6G,Slice4,1882,15.159510295034892,24.052591528758317,29.119601176521446,75.9884027664977,-58.008413470767174,19.30555439737562,89.63165352538282,0.2981503562765556
R307,Assembly,156.78224770693205,7.611317228143859,"(8.504294876789281, 4.143270140202077, 1.123860493222607)",0.48319340021800444,S6,Pressure,82.40027379613576,2025-01-21 10:06:00,1781,77.31287550852578,7.512057358250637,1.8950291658909975,6G,Slice4,1889,12.63037911094064,24.422455122295325,17.053822403394694,60.73516769451917,-55.82272440868433,18.161110180927203,80.6042196010097,0.804832817296472
R308,Assembly,64.34953823422389,7.7876115978420675,"(2.4071258566350675, 2.399489037236313, 0.8337905376875954)",1.4213585271381564,S2,Motion,90.01110571376061,2025-01-21 10:07:00,1090,87.64397627592462,17.312603550572764,1.181713716641048,5G,Slice3,1770,17.468687076349138,25.335367126766712,17.012853829142937,66.70096117112986,-53.99336699339261,5.003615070277018,83.61866504057042,0.20823180860821444
R309,Pick-and-Place,62.16975385566664,4.667057075490768,"(6.066615297758677, 7.091271914859374, 0.21057783556320042)",0.4400679876318922,S3,Temperature,86.52071634084383,2025-01-21 10:08:00,1937,93.98980369023084,16.889937151274253,3.019015394218767,5G,Slice3,995,10.752216838625639,13.044564278337337,23.334177107929136,53.55239967036941,-52.426651872068575,13.801518617668869,86.68594731354304,0.8361186155450426
R310,Assembly,199.55307977503958,4.614736543228988,"(8.629640464754754, 2.6602137672880177, 5.908158748955077)",0.9563501172561321,S9,Pressure,97.98313839718284,2025-01-21 10:09:00,2046,79.57647016052509,15.942821329646577,0.10170540941088824,5G,Slice1,1080,11.713549257619581,26.588577408679598,16.053584207575092,61.69445425074759,-61.81618321900463,11.953271268279863,93.31756883889321,0.45512423103276944
R311,Assembly,185.9457485121241,7.643296881321584,"(9.433101118741497, 5.2023048910309, 6.770937847836444)",1.2563674680678298,S8,Motion,88.02871584992492,2025-01-21 10:10:00,583,82.43915208471815,7.322640224303411,0.9146146298104235,5G,Slice4,1787,5.291693876293199,29.459232699040832,14.4290178274649,58.207985846870514,-68.25174095318276,18.817441050418235,93.11625505500018,0.5710931624345147
R312,Pick-and-Place,106.98529419372619,7.060426366532523,"(4.327670817081937, 4.841844983225968, 6.481021272610715)",0.4201942223991464,S8,Motion,88.55755447216346,2025-01-21 10:11:00,1550,70.94939918924017,19.918912808329104,2.4099309341320296,5G,Slice1,1788,5.654913930695128,14.732662629400178,27.7949798059076,53.22838411692199,-63.95802691618338,19.38536263959449,89.20102769783257,0.26167136663750645
R313,Pick-and-Place,128.04618778785158,6.656402684591564,"(5.280474490037993, 9.694414691322567, 7.239891642356914)",0.633249334321272,S3,Pressure,90.6520387212807,2025-01-21 10:12:00,612,92.70209217649636,17.065616212065507,0.3291492168157689,6G,Slice1,891,6.699046295970287,25.45761154927036,19.837356438344138,60.915413358357625,-52.48220382406776,6.236499080284862,91.48478505057774,0.06979948489474974
R314,Welding,105.43093088365262,7.780489794979548,"(2.8266736054115906, 4.60868735269652, 6.713044235642798)",0.5784017096486651,S6,Pressure,97.53275927905483,2025-01-21 10:13:00,876,85.65648186656067,15.035802729754218,0.6314173629228448,Wi-Fi,Slice3,1588,16.620094057726973,15.296326435566376,28.67186287402503,69.18808106416579,-47.38558861064893,8.285887595898249,86.64559964952741,0.6178131945892864
R315,Pick-and-Place,74.55431262773453,7.849461265818114,"(8.90220670554556, 2.7034859049558433, 8.22760243032332)",0.9701563153438059,S6,Temperature,87.42905759894778,2025-01-21 10:14:00,1377,71.75253700668605,17.968120123731254,2.497832316879664,Wi-Fi,Slice1,1659,9.138924469250943,28.09923760339828,26.35701326829665,70.32650554861962,-45.76782120397857,10.345857489498563,81.5142152245406,0.961888238725708
R316,Assembly,167.8612923909272,4.842113953762452,"(5.0144147369791074, 2.3362476364856652, 4.095609272625093)",1.2580924261084614,S4,Pressure,84.33998635162934,2025-01-21 10:15:00,834,84.81420456912068,10.698864364430218,2.5096779039043033,6G,Slice4,1922,6.695794517517652,25.148502067466495,25.150967862667425,66.04411646713788,-43.401535330319334,8.945542663083954,83.36839203903345,0.4655056665274797
R317,Assembly,192.6229658931747,5.476070929644691,"(1.3551687356075404, 5.183996266330651, 1.1260922934922069)",1.4273861603638789,S5,Motion,83.15834307818932,2025-01-21 10:16:00,722,79.57911171397815,16.919943385968335,2.281584102754812,5G,Slice3,1932,12.63670077781283,12.949078348522697,22.233113512920283,55.647629172011534,-48.55893050853227,19.065569230690514,93.68381841651734,0.9460756180688313
R318,Assembly,121.41585840597111,6.163030007549425,"(9.679697967699555, 2.551822287742307, 8.58470252598263)",1.00102951393291,S1,Pressure,80.29521571621851,2025-01-21 10:17:00,719,71.8285627369571,16.46965358921168,1.4234388077213582,Wi-Fi,Slice3,859,7.142361657303239,23.9176314873697,13.291562894270058,53.11995861665795,-40.956632907816505,16.693293031928924,80.33673872646987,0.5998857880527747
R319,Pick-and-Place,175.56416561147992,4.224009235756,"(4.801078279522864, 5.353708726383943, 1.6912486264417803)",0.7546947906817146,S9,Temperature,94.99629063873405,2025-01-21 10:18:00,906,78.0165688684108,13.285070201832543,0.25253735416141065,Wi-Fi,Slice2,1039,18.87465422352552,25.713382997556383,16.515590874912363,70.18863051348242,-57.73620948186482,9.901596472325679,91.17298037699419,0.07965392762042289
R320,Pick-and-Place,114.07309534187254,5.939434958864414,"(3.549951158139418, 3.207121649842939, 9.639160120731884)",1.1057376493677338,S7,Pressure,82.9052772533294,2025-01-21 10:19:00,1009,86.49674667072597,11.473764936762638,3.818015335440068,5G,Slice3,837,5.756833559301856,12.09125729508683,27.620081696294157,53.10565227347415,-45.2548852181278,17.849185043373893,93.91511812249279,0.9498292054863657
R321,Welding,107.74282411584474,7.847459497391995,"(5.474064060012252, 0.6425272295461104, 6.42776550059865)",1.046453225434512,S3,Temperature,89.59561567473438,2025-01-21 10:20:00,924,94.15564314264552,17.024292289730504,3.152088091906772,6G,Slice4,1643,6.0797122769498255,15.133611833005268,24.27801866793196,52.89143532711016,-57.92819305556709,7.271864336006217,86.62773551716599,0.7706919707602339
R322,Pick-and-Place,110.76164976325478,4.2656214138419895,"(9.893495140420391, 0.39291945150692453, 6.549071231478591)",0.8870095204771042,S8,Temperature,77.37999220920385,2025-01-21 10:21:00,1917,82.05890521456882,15.54299666075152,0.34005115976210254,Wi-Fi,Slice2,873,14.92386598938898,14.726731805375024,11.957140054329,49.48853449822283,-53.389664993817,7.8257751400230955,80.84370041472759,0.08070845419398598
R323,Welding,92.76808850244987,4.199124006092175,"(2.685000761974954, 6.542357799453179, 5.336169313092109)",1.4384454061090204,S4,Pressure,90.81590026985184,2025-01-21 10:22:00,894,80.62071332942251,6.9227766544864675,0.6146093999948637,6G,Slice2,916,15.599637826234009,28.81279998372228,16.586425549650087,66.20986570251287,-55.11114623498081,13.166919982237529,82.52660826697873,0.7604646062760667
R324,Assembly,84.65156862444027,6.866874343070568,"(7.0599040296199345, 2.341990597880902, 2.696343992192042)",1.1202477849622972,S5,Pressure,84.4040481891512,2025-01-21 10:23:00,1701,73.85368810840835,17.8346549621742,2.5733476202591374,Wi-Fi,Slice2,1163,9.470863576922142,18.450787604477096,15.966754871749975,50.20353523186313,-65.09174737468864,10.441506997062138,83.76480809474106,0.6834344870539171
R325,Pick-and-Place,120.33762879861618,4.699146860180631,"(9.871000859241166, 5.611502124351744, 6.874368609408673)",0.7579601087508687,S1,Pressure,99.2761258835061,2025-01-21 10:24:00,1952,78.71506173607114,15.82700632324784,0.4004475483558062,6G,Slice2,846,13.39990507195337,24.7785659226191,26.25225278176344,70.07362166889426,-69.44857030674274,15.344577794883591,84.52087693649538,0.6259839139179536
R326,Pick-and-Place,125.66560653323481,6.017698984253748,"(5.850778163732161, 5.131700163305643, 4.956907702287139)",0.7660075693822411,S9,Temperature,72.68560590390527,2025-01-21 10:25:00,822,78.89482819552482,12.742022070117468,1.5241908462813347,6G,Slice3,1890,7.727126985004246,11.718207764056409,24.28238281849832,49.708888975998256,-49.29773937433607,10.855646690704308,86.23662201484477,0.4691774960927717
R327,Pick-and-Place,74.08679681116261,5.238527240011383,"(6.6373436069393845, 6.65784401468871, 2.8622430723999437)",0.9061128892134568,S5,Pressure,76.31116244589508,2025-01-21 10:26:00,1003,91.07374982847767,12.806841382090745,4.304054313433687,5G,Slice1,1923,6.911121075431435,22.785257663627256,11.502859063551732,46.870249934242175,-50.65729820229721,10.094909307221641,90.61921740051784,0.557424744670142
R328,Pick-and-Place,83.54955294069583,7.334296438582947,"(1.9510882002421004, 8.92611328044147, 4.5864989808107595)",1.1446744275421314,S9,Temperature,99.9671409928923,2025-01-21 10:27:00,962,80.11764685822925,8.378106503243025,1.2854804469755587,5G,Slice2,1133,14.16439249148382,10.802492405220189,28.02893659076759,60.7829678837932,-43.94571546391691,17.516436798586135,92.49509322801629,0.6981738607149051
R329,Welding,174.5065847565415,4.1534554454228045,"(8.707971723381132, 5.127498997939296, 3.982502348634128)",0.9468840087894543,S8,Pressure,86.32549446930406,2025-01-21 10:28:00,1100,81.16848813278482,10.144497795501174,0.6912278281702855,Wi-Fi,Slice3,1791,8.74437056615875,27.55425921393879,26.262999767276284,72.35078063475021,-43.48713953625904,18.99994128674521,92.88113594769962,0.6933819006148554
R330,Pick-and-Place,139.72753433912285,7.444454080245702,"(0.7833821776200667, 0.7257479804471079, 8.50317708157599)",0.6341350946421932,S8,Motion,86.28634397082416,2025-01-21 10:29:00,1441,94.28790892010348,9.143584124347154,3.9619538767940683,6G,Slice2,1696,11.224966375561314,16.538842005093898,22.133786463957716,59.54983784733808,-44.89216501466129,19.932254160998298,80.33852874803566,0.11285814471276223
R331,Pick-and-Place,128.3633499956183,5.350876578248869,"(5.492684933484426, 7.483608334286197, 7.839285884528)",0.7570696779066391,S9,Pressure,86.8104602305097,2025-01-21 10:30:00,2007,93.27725726270037,16.840689884053656,3.616973444274642,6G,Slice4,1697,8.891737566021146,11.69297507169258,12.385433440794868,39.093057991778096,-54.99406193431644,17.6066412581903,90.51940013132577,0.7890406042020471
R332,Assembly,176.30743440326648,5.169660335536992,"(8.748972345979261, 7.7178293906834785, 4.1790748379540945)",1.2232469788455416,S6,Temperature,93.38595045471799,2025-01-21 10:31:00,997,93.54541250125389,14.056164328448848,0.5263258124021264,6G,Slice2,1239,14.929547591759512,19.297095616265416,22.61177394617087,64.08641168423448,-64.34103260727775,12.618461240050713,87.92876302156164,0.8106038482601611
R333,Assembly,152.93082735180218,4.45354838221029,"(7.20616290663715, 5.003051563545148, 8.940995361061592)",1.4118580275435972,S9,Pressure,91.99459069319757,2025-01-21 10:32:00,2017,79.17924064237556,13.134499634316187,0.7405039931356372,6G,Slice4,991,11.181448530621719,14.475567725419525,28.65072171604448,61.748260207592615,-51.086556530260296,16.01408045796073,85.56659136649309,0.7201016545391412
R334,Welding,76.82229622298706,6.138218179024157,"(6.751298858444197, 4.174482838964625, 7.306790115283902)",0.9740485248653967,S1,Pressure,98.31987720131835,2025-01-21 10:33:00,1028,88.12281866561099,18.421429805187422,0.5877862456046828,Wi-Fi,Slice2,1959,5.17669814429963,29.948458781071082,15.621477708902262,59.08673189683577,-64.69953057471085,13.703427982987126,93.56052479681838,0.3201811674284386
R335,Welding,178.66964613129574,7.086278904223304,"(8.808814237747367, 8.0574689217812, 6.025113635747287)",0.7254049904400495,S9,Pressure,84.18637966631636,2025-01-21 10:34:00,1331,85.96359318504784,5.758952805148726,4.631399809242036,Wi-Fi,Slice1,1495,13.487946103394293,13.14471330188467,23.81245484162683,58.012286732534896,-50.4818043024369,18.345311188574975,86.6065185598407,0.9011776232173556
R336,Pick-and-Place,140.7636584967724,4.163806128597919,"(5.273196795998597, 8.86368647095541, 8.378732701193627)",1.3710598695891467,S7,Pressure,73.13583663627082,2025-01-21 10:35:00,1468,71.408331944981,5.358262869787142,2.2501211976390127,5G,Slice2,1494,8.940399648200078,13.294354938859618,23.782867139606754,53.59047730800545,-63.99537366251899,9.793841393899974,88.8771186149499,0.07222934827247784
R337,Welding,184.66574035774457,6.277125531802097,"(8.119091149599047, 8.079380300142834, 1.8985266027096914)",0.5211893322789964,S9,Motion,95.49812474214171,2025-01-21 10:36:00,2006,85.53661056641961,16.66816558305316,2.501791801921951,5G,Slice2,888,5.471689325884213,24.529934926748453,26.715661417092026,63.793103602745205,-47.05363509734594,7.619163754733929,84.83390590729228,0.9743049631104774
R338,Assembly,132.4681759757154,6.311508325763636,"(7.493153551424344, 9.646904788284608, 0.7356335421576565)",0.4587780626301189,S3,Motion,85.89626876554618,2025-01-21 10:37:00,674,83.88812670156798,16.094325269794922,2.4962145376238736,6G,Slice3,1226,9.67554982239218,16.12478490456801,26.75682761811037,57.91894863377719,-43.566845549303025,8.849925348438717,88.8947712163324,0.9359941790017777
R339,Welding,124.6695285888029,7.379166951463645,"(8.9756219345316, 2.6464950499876148, 7.11265824710453)",0.5099837722321544,S7,Pressure,90.84482737984378,2025-01-21 10:38:00,2022,70.77642190087889,13.312718831731981,3.8101636051952554,Wi-Fi,Slice3,1022,6.379767660061999,16.533780450634968,18.743440991203542,48.05433630804875,-52.54404200485877,5.830246838271428,82.16869565359377,0.6952584007554335
R340,Assembly,119.62504170513546,7.942096533020872,"(5.540583834602107, 9.308328641758074, 0.05348988694222845)",1.2230626867989902,S2,Pressure,72.88377555196455,2025-01-21 10:39:00,1098,87.68838594363609,11.940317475317405,4.0324797305262265,6G,Slice4,1960,17.15210136118192,11.751491259724764,22.67699637470648,61.15367126818913,-63.74044260524707,14.979092543553662,81.18047865061264,0.603755143837613
R341,Welding,78.68564309949798,7.2234308213362475,"(9.89736597712271, 3.773876249747763, 4.447558982020126)",0.4510770210310936,S2,Pressure,89.87115579738261,2025-01-21 10:40:00,1784,81.14446868898676,17.230319357833423,4.446593799641597,6G,Slice1,969,16.22562874142274,15.24070009013749,27.634346127907925,68.55977601650122,-64.10676054331643,14.207689175115863,81.31576462579946,0.3915370996016292
R342,Welding,152.3192545589883,6.498802677626432,"(2.8254086366244358, 3.7802494943440204, 1.0294614470028618)",1.1909251024769612,S6,Temperature,95.73751216730703,2025-01-21 10:41:00,1308,78.11095571587666,10.01323005890172,0.128712048736081,Wi-Fi,Slice1,1474,11.560213586488922,28.652821251079693,22.649444048229547,69.30395790856944,-50.84634788043569,9.302236208105468,84.40448587639811,0.3995985116208679
R343,Assembly,189.3905808779724,4.097563972440387,"(5.814248948690871, 5.489325244993376, 2.1932040121138208)",0.8717761744852317,S3,Motion,91.81393590645783,2025-01-21 10:42:00,1250,73.67235409782332,17.837343606858553,3.404586063086257,Wi-Fi,Slice2,1280,5.5673020482805295,12.461042471806499,29.72699845888324,54.331426665856696,-66.54096728982852,6.60486891761935,90.79189951504958,0.8545686640326409
R344,Pick-and-Place,62.9273317269329,4.892360073781424,"(0.5651569079675733, 1.0339493663004151, 4.315081198476424)",0.6529102079477959,S5,Motion,77.6048125977157,2025-01-21 10:43:00,1888,86.33223852253407,6.05552161859044,3.1551708785602446,6G,Slice1,1537,11.177784247167455,24.55158644269888,19.03277991037676,64.04580033277259,-41.67715642208906,10.039192300684007,88.4104172206352,0.09505653683256443
R345,Assembly,173.90620163730068,4.143064972059741,"(5.282266077271569, 6.618783880446912, 2.074694380588772)",1.3964352113086753,S1,Pressure,96.07297206174185,2025-01-21 10:44:00,1853,75.9141981302775,15.949898369674454,0.6587189981598207,Wi-Fi,Slice1,1106,17.996411043481345,10.66646398879017,28.255747707730507,62.510433879258514,-50.62722466185902,8.751237033709128,92.54828586754421,0.5123003609154665
R346,Welding,118.95664662077144,5.642091137405711,"(2.313487132001505, 1.3637110502945837, 1.9668855823121312)",0.4608656258796807,S8,Temperature,79.49126222163049,2025-01-21 10:45:00,1311,74.57338303210531,11.450830177869115,4.922209767916842,5G,Slice3,1425,17.588119295591884,10.639889202886494,28.803596694584826,66.4919769485313,-53.93434251742109,13.153933623669381,89.80666884434234,0.387050011934887
R347,Welding,66.26757441638816,4.216190509398906,"(4.572304196195444, 5.49622301106035, 8.87817640335819)",0.5151266972986859,S6,Motion,76.30142011876208,2025-01-21 10:46:00,1130,93.6241765910019,12.22705163808412,2.8560695480739877,5G,Slice1,1558,6.128030431442037,24.15567956724965,19.66023711096757,59.42646836445423,-40.519598538326974,10.986640258620938,86.23158524389491,0.40796260220572644
R348,Welding,90.96066541549708,5.076479010552042,"(8.03133088936246, 0.4414556208745546, 9.9209218702882)",0.543386847686271,S9,Motion,81.84325950315049,2025-01-21 10:47:00,814,90.1418844760676,15.037754782987145,3.6622072956522462,Wi-Fi,Slice1,1446,5.035212108011797,14.895997460034518,23.611661858375346,49.149195893217346,-66.58714123586351,11.164409120538549,89.7175555791234,0.7120719922479305
R349,Assembly,71.14234063208595,7.761588135782176,"(2.606663825621017, 8.533464976087238, 8.634914504628183)",1.249774850938799,S1,Pressure,91.84550071565447,2025-01-21 10:48:00,2006,84.91807475265543,10.058030527534292,1.3125430213327205,Wi-Fi,Slice3,926,10.27068450137163,29.96444901218101,27.776850234770635,73.25360579260025,-53.1023246852295,14.717334572366536,83.14301935925188,0.14510557339645025
R350,Welding,147.49212785709648,6.9154820379543835,"(9.31912732597456, 2.788719262609649, 9.502112058654301)",0.4695889390027423,S8,Pressure,96.81322563285835,2025-01-21 10:49:00,766,92.84412508259496,18.198943454575605,4.998706361290463,Wi-Fi,Slice2,989,18.183217188692783,16.29866454917865,12.579578158543306,54.40376608185017,-52.05081772911944,5.464559051337652,84.12343487385631,0.03279987427689601
R351,Assembly,191.01418737556043,4.93602114864148,"(0.8438794789498705, 2.5921533377198647, 0.1892764051146345)",0.4394820263078257,S7,Temperature,80.56049747505635,2025-01-21 10:50:00,2036,70.4592913634526,9.0578267025777,4.023629918707155,5G,Slice1,1794,15.324394976408826,14.394455002207938,18.773433936060975,57.40229304264745,-46.481424457064776,11.798926587887895,91.88284907412867,0.8386217961980568
R352,Welding,156.1613091228874,7.6531988464001355,"(6.085831546399083, 5.598553800344773, 9.611182680216402)",1.090136210847431,S3,Motion,97.25312643616795,2025-01-21 10:51:00,723,88.38591484730466,9.552443476835228,1.7267198896316511,5G,Slice2,1078,10.455882817035263,25.13077166990613,15.147309168032681,59.20151284020568,-68.80866377283259,17.59112056413908,86.72256270531977,0.6366929143579417
